alcaldia,colonia,matched_pop,match_type
IZTAPALAPA,Paraje San Juan Cerro,5133,spatial_centroid
IZTAPALAPA,Paraje Zacatepec,10084,exact_key
IZTAPALAPA,Parque Nacional Cerro De La Estrella,4252,spatial_centroid
IZTAPALAPA,Paseos De Churubusco,11204,exact_key
IZTAPALAPA,Plan De Iguala,1940,spatial_centroid
IZTAPALAPA,Polvorilla,5965,spatial_centroid
IZTAPALAPA,Presidentes De Mexico,15406,exact_key
IZTAPALAPA,Progresista,9544,exact_key
IZTAPALAPA,Progreso Del Sur,2017,exact_key
IZTAPALAPA,Pueblo Aculco,5818,spatial_centroid
IZTAPALAPA,Pueblo Culhuacan,4460,spatial_centroid
IZTAPALAPA,Pueblo Los Reyes Culhuacan,6419,spatial_centroid
IZTAPALAPA,Pueblo Magdalena Atlazolpa,6241,spatial_centroid
IZTAPALAPA,Pueblo Mexicaltzingo,1080,spatial_centroid
IZTAPALAPA,Pueblo San Andres Tomatlan,4908,spatial_centroid
IZTAPALAPA,Pueblo San Juanico Nextipac,2955,spatial_centroid
IZTAPALAPA,Pueblo San Lorenzo Tezonco,8455,spatial_centroid
IZTAPALAPA,Pueblo San Lorenzo Xicotencatl,4441,spatial_centroid
IZTAPALAPA,Pueblo San Sebastian Tecoloxtitla,9155,spatial_centroid
IZTAPALAPA,Pueblo Santa Maria Aztahuacan,13427,spatial_centroid
IZTAPALAPA,Pueblo Santa Maria Tomatlan,2277,spatial_centroid
IZTAPALAPA,Pueblo Santa Martha Acatitla,14373,spatial_centroid
IZTAPALAPA,Pueblo Santiago Acahualtepec,7369,spatial_centroid
IZTAPALAPA,Pueblo Sta Cruz Meyehualco,13272,spatial_centroid
IZTAPALAPA,Puente Blanco,8373,exact_key
IZTAPALAPA,Purisima Atlazolpa,2330,exact_key
IZTAPALAPA,Real Del Moral,3701,spatial_centroid
IZTAPALAPA,Reforma Politica,6219,fuzzy_94
IZTAPALAPA,Renovacion,14346,exact_key
IZTAPALAPA,Ricardo Flores Magon,1734,exact_key
IZTAPALAPA,San Andres Tetepilco,13018,spatial_centroid
IZTAPALAPA,San Andrés Tetepilco,13018,spatial_centroid
IZTAPALAPA,San Antonio Culhuacan,5363,spatial_centroid
IZTAPALAPA,San Jose Aculco,8954,exact_key
IZTAPALAPA,San Jose Buenavista,4972,exact_key
IZTAPALAPA,San José Buenavista,4972,exact_key
IZTAPALAPA,San Juan Estrella,5744,spatial_centroid
IZTAPALAPA,San Juan Joya,3911,spatial_centroid
IZTAPALAPA,San Juan Xalpa,13174,fuzzy_93
IZTAPALAPA,San Lorenzo,3604,spatial_centroid
IZTAPALAPA,San Lorenzo Xicotencatl,4441,spatial_centroid
IZTAPALAPA,San Miguel 8va Ampliacion,1752,spatial_centroid
IZTAPALAPA,San Miguel Teotongo Secc Acorralado,17597,spatial_centroid
IZTAPALAPA,San Miguel Teotongo Secc Avisadero,9239,spatial_centroid
IZTAPALAPA,San Miguel Teotongo Secc Capilla,17597,spatial_centroid
IZTAPALAPA,San Miguel Teotongo Secc Corrales,9239,spatial_centroid
IZTAPALAPA,San Miguel Teotongo Secc Guadalupe,14455,spatial_centroid
IZTAPALAPA,San Miguel Teotongo Seccion Iztlahuaca,17597,spatial_centroid
IZTAPALAPA,San Miguel Teotongo Secc Jardines,17597,spatial_centroid
IZTAPALAPA,San Miguel Teotongo (Secc La Cruz),14455,spatial_centroid
IZTAPALAPA,San Miguel Teotongo (Secc Las Torres),13122,spatial_centroid
IZTAPALAPA,San Miguel Teotongo Secc Loma Alta,14455,spatial_centroid
IZTAPALAPA,San Miguel Teotongo Secc Mercedes,13122,spatial_centroid
IZTAPALAPA,San Miguel Teotongo Secc Palmitas,17597,spatial_centroid
IZTAPALAPA,San Miguel Teotongo Secc Puente,13122,spatial_centroid
IZTAPALAPA,San Miguel Teotongo Secc Ranchito,17597,spatial_centroid
IZTAPALAPA,San Miguel Teotongo Secc Rancho Bajo,9239,spatial_centroid
IZTAPALAPA,San Nicolas Tolentino,5744,fuzzy_95
IZTAPALAPA,San Pablo,6852,spatial_centroid
IZTAPALAPA,Santa Isabel Industrial,582,fuzzy_95
IZTAPALAPA,Santa Maria Aztahuacan,16753,spatial_centroid
IZTAPALAPA,Santa Maria Del Monte,1391,exact_key
IZTAPALAPA,Santa Martha Acatitla Norte,8591,spatial_centroid
IZTAPALAPA,Santa Martha Acatitla Sur,13722,spatial_centroid
IZTAPALAPA,Santiago Acahualtepec 1a Ampliaciën,7035,spatial_centroid
IZTAPALAPA,Santiago Acahualtepec 2a Ampliacion,14889,spatial_centroid
IZTAPALAPA,Sector Popular,9974,exact_key
IZTAPALAPA,Sideral,2434,exact_key
IZTAPALAPA,Sinatel,2320,exact_key
IZTAPALAPA,Tenorios,12888,exact_key
IZTAPALAPA,Tepalcates,11056,spatial_centroid
IZTAPALAPA,Unidad Ejercito Constitucionalista,5837,spatial_centroid
IZTAPALAPA,Unidad Modelo,5815,spatial_centroid
IZTAPALAPA,Unidad Santa Cruz Meyehualco,7873,spatial_centroid
IZTAPALAPA,Unidad Vicente Guerrero,6550,spatial_centroid
IZTAPALAPA,Uscovi,5597,spatial_centroid
IZTAPALAPA,Valle Del Sur,6487,exact_key
IZTAPALAPA,Valle De Luces,8138,fuzzy_93
IZTAPALAPA,Valle De San Lorenzo,8747,fuzzy_95
IZTAPALAPA,Xalpa,12738,spatial_centroid
IZTAPALAPA,Zacahuitzco,4221,exact_key
LA MAGDALENA CONTRERAS,Ampliacion Lomas De San Bernabe,6270,spatial_centroid
LA MAGDALENA CONTRERAS,Ampliación Lomas De San Bernabé,6270,spatial_centroid
LA MAGDALENA CONTRERAS,Ampliacion Potrerillo,1951,spatial_centroid
LA MAGDALENA CONTRERAS,Atacaxco,1679,exact_key
LA MAGDALENA CONTRERAS,Barranca Seca,4957,exact_key
LA MAGDALENA CONTRERAS,Barrio Las Calles,342,spatial_centroid
LA MAGDALENA CONTRERAS,Barrio San Francisco,3649,spatial_centroid
LA MAGDALENA CONTRERAS,Barros Sierra,4542,exact_key
LA MAGDALENA CONTRERAS,Cerro Del Judio - Av,10840,spatial_centroid
LA MAGDALENA CONTRERAS,Crescencio Juarez Chavira,10081,spatial_centroid
LA MAGDALENA CONTRERAS,Cuauhtemoc,6196,exact_key
LA MAGDALENA CONTRERAS,El Ermitaño,5125,exact_key
LA MAGDALENA CONTRERAS,El Maestro,993,spatial_centroid
LA MAGDALENA CONTRERAS,El Ocotal,10081,exact_key
LA MAGDALENA CONTRERAS,El Rosal,7372,exact_key
LA MAGDALENA CONTRERAS,El Tanque,10960,exact_key
LA MAGDALENA CONTRERAS,El Toro,3934,exact_key
LA MAGDALENA CONTRERAS,Heroes De Padierna,5072,exact_key
LA MAGDALENA CONTRERAS,Huayatla,4550,exact_key
LA MAGDALENA CONTRERAS,La Carbonera,6014,exact_key
LA MAGDALENA CONTRERAS,La Concepcion,1839,exact_key
LA MAGDALENA CONTRERAS,La Cruz,4654,exact_key
LA MAGDALENA CONTRERAS,La Guadalupe,1549,exact_key
LA MAGDALENA CONTRERAS,La Magdalena,3413,spatial_centroid
LA MAGDALENA CONTRERAS,La Malinche,10175,exact_key
LA MAGDALENA CONTRERAS,Las Cruces,10840,exact_key
LA MAGDALENA CONTRERAS,Las Huertas,698,exact_key
LA MAGDALENA CONTRERAS,Lomas De San Bernabe,8074,exact_key
LA MAGDALENA CONTRERAS,Lomas Quebradas,4613,exact_key
LA MAGDALENA CONTRERAS,Los Padres,6946,exact_key
LA MAGDALENA CONTRERAS,Palmas,2883,spatial_centroid
LA MAGDALENA CONTRERAS,Plazuela Del Pedregal,580,exact_key
LA MAGDALENA CONTRERAS,Potrerillo,3247,exact_key
LA MAGDALENA CONTRERAS,Pueblo La Magdalena,3413,spatial_centroid
LA MAGDALENA CONTRERAS,Pueblo Nuevo Alto,6311,exact_key
LA MAGDALENA CONTRERAS,Pueblo Nuevo Bajo,3955,exact_key
LA MAGDALENA CONTRERAS,Pueblo San Bernabe Ocotepec,12456,spatial_centroid
LA MAGDALENA CONTRERAS,Pueblo San Nicolas Totolapan,13675,spatial_centroid
LA MAGDALENA CONTRERAS,San Bartolo Ameyalco,4664,exact_key
LA MAGDALENA CONTRERAS,San Francisco,3649,exact_key
LA MAGDALENA CONTRERAS,San Jeronimo Aculco,23423,spatial_centroid
LA MAGDALENA CONTRERAS,San Jeronimo Lidice,23423,spatial_centroid
LA MAGDALENA CONTRERAS,San Jerónimo Lídice,23423,spatial_centroid
LA MAGDALENA CONTRERAS,San Nicolás Totolapan,2937,exact_key
LA MAGDALENA CONTRERAS,Santa Teresa,2336,exact_key
LA MAGDALENA CONTRERAS,Tierra Unida,3769,exact_key
LA MAGDALENA CONTRERAS,Vista Hermosa,1988,exact_key
MIGUEL HIDALGO,10 De Abril,350,exact_key
MIGUEL HIDALGO,16 De Septiembre,2315,exact_key
MIGUEL HIDALGO,5 De Mayo,3593,exact_key
MIGUEL HIDALGO,Agricultura,4475,exact_key
MIGUEL HIDALGO,Ahuehuetes Anahuac,1917,exact_key
MIGUEL HIDALGO,America,4900,exact_key
MIGUEL HIDALGO,Ampliacion Daniel Garza,6258,spatial_centroid
MIGUEL HIDALGO,Ampliacion Granada,17540,spatial_centroid
MIGUEL HIDALGO,Ampliacion Popo,559,spatial_centroid
MIGUEL HIDALGO,Ampliacion Torre Blanca,2588,spatial_centroid
MIGUEL HIDALGO,Anahuac Ii Seccion,18835,spatial_centroid
MIGUEL HIDALGO,Anahuac I Seccion,2533,spatial_centroid
MIGUEL HIDALGO,Anzures,6029,exact_key
MIGUEL HIDALGO,Argentina Antigua,7166,exact_key
MIGUEL HIDALGO,Argentina Poniente,5681,spatial_centroid
MIGUEL HIDALGO,Bosque De Chapultepec Iii Seccion,3348,spatial_centroid
MIGUEL HIDALGO,Bosque De Chapultepec Ii Seccion,540,spatial_centroid
MIGUEL HIDALGO,Bosque De Chapultepec I Seccion,3683,spatial_centroid
MIGUEL HIDALGO,Bosque De Las Lomas,4308,spatial_centroid
MIGUEL HIDALGO,Cuauhtemoc Pensil,13722,exact_key
MIGUEL HIDALGO,Daniel Garza,5476,exact_key
MIGUEL HIDALGO,Deportivo Pensil,2965,fuzzy_93
MIGUEL HIDALGO,Dos Lagos,1321,spatial_centroid
MIGUEL HIDALGO,Escandon Ii Seccion,8898,spatial_centroid
MIGUEL HIDALGO,Escandon I Seccion,8209,spatial_centroid
MIGUEL HIDALGO,Escandón I Sección,8209,spatial_centroid
MIGUEL HIDALGO,Francisco I Madero,1461,exact_key
MIGUEL HIDALGO,Granada,8788,exact_key
MIGUEL HIDALGO,Huichapan,1824,exact_key
MIGUEL HIDALGO,Ignacio Manuel Altamirano,1241,exact_key
MIGUEL HIDALGO,Irrigacion,5265,exact_key
MIGUEL HIDALGO,Lago Norte,1138,spatial_centroid
MIGUEL HIDALGO,Lago Sur,1783,spatial_centroid
MIGUEL HIDALGO,Legaria,6650,exact_key
MIGUEL HIDALGO,Loma Hermosa,3662,spatial_centroid
MIGUEL HIDALGO,Lomas Altas,1742,exact_key
MIGUEL HIDALGO,Lomas De Bezares,3667,fuzzy_94
MIGUEL HIDALGO,Lomas De Chapultepec Iii Seccion,5483,spatial_centroid
MIGUEL HIDALGO,Lomas De Chapultepec Ii Seccion,3388,spatial_centroid
MIGUEL HIDALGO,Lomas De Chapultepec I Seccion,1564,spatial_centroid
MIGUEL HIDALGO,Lomas De Chapultepec I Sección,1564,spatial_centroid
MIGUEL HIDALGO,Lomas De Chapultepec Iv Seccion,3348,spatial_centroid
MIGUEL HIDALGO,Lomas De Chapultepec Viii Seccion,5093,spatial_centroid
MIGUEL HIDALGO,Lomas De Chapultepec Vii Seccion,3348,spatial_centroid
MIGUEL HIDALGO,Lomas De Chapultepec Vi Seccion,3388,spatial_centroid
MIGUEL HIDALGO,Lomas De Chapultepec V Seccion,5483,spatial_centroid
MIGUEL HIDALGO,Lomas De Reforma,2312,exact_key
MIGUEL HIDALGO,Lomas De Sotelo,5970,exact_key
MIGUEL HIDALGO,Los Manzanos,8795,spatial_centroid
MIGUEL HIDALGO,Manuel Avila Camacho,44,exact_key
MIGUEL HIDALGO,Mariano Escobedo,2533,spatial_centroid
MIGUEL HIDALGO,Mexico Nuevo,4240,exact_key
MIGUEL HIDALGO,Modelo Pensil,2466,exact_key
MIGUEL HIDALGO,Molino Del Rey,540,exact_key
MIGUEL HIDALGO,Nextitla,1713,exact_key
MIGUEL HIDALGO,Observatorio,4142,exact_key
MIGUEL HIDALGO,Panteon Civil De Dolores,3348,spatial_centroid
MIGUEL HIDALGO,Pensil Norte,10151,exact_key
MIGUEL HIDALGO,Pensil Sur,2828,exact_key
MIGUEL HIDALGO,Peralitos,1368,spatial_centroid
MIGUEL HIDALGO,Periodista,788,exact_key
MIGUEL HIDALGO,Plutarco Elias Calles,1183,exact_key
MIGUEL HIDALGO,Polanco Iii Seccion,6174,spatial_centroid
MIGUEL HIDALGO,Polanco Ii Seccion,1247,spatial_centroid
MIGUEL HIDALGO,Polanco I Seccion,4340,spatial_centroid
MIGUEL HIDALGO,Polanco Iv Seccion,6174,spatial_centroid
MIGUEL HIDALGO,Polanco V Seccion,7345,spatial_centroid
MIGUEL HIDALGO,Popo,2020,exact_key
MIGUEL HIDALGO,Popotla,9860,spatial_centroid
MIGUEL HIDALGO,Real De Las Lomas,2312,spatial_centroid
MIGUEL HIDALGO,Reforma Pensil,3689,exact_key
MIGUEL HIDALGO,Reforma Social,6857,exact_key
MIGUEL HIDALGO,Residencial Militar,5813,spatial_centroid
MIGUEL HIDALGO,San Diego Ocoyoacac,5584,exact_key
MIGUEL HIDALGO,San Joaquin,3545,exact_key
MIGUEL HIDALGO,San Joaquín,3545,exact_key
MIGUEL HIDALGO,San Juanico,6013,spatial_centroid
MIGUEL HIDALGO,San Lorenzo Tlatenango,1898,fuzzy_97
MIGUEL HIDALGO,San Miguel Chapultepec Ii Seccion,2936,spatial_centroid
MIGUEL HIDALGO,San Miguel Chapultepec I Seccion,3917,spatial_centroid
MIGUEL HIDALGO,Santo Tomas,531,exact_key
MIGUEL HIDALGO,Tacuba,11676,exact_key
MIGUEL HIDALGO,Tacubaya,9525,exact_key
MIGUEL HIDALGO,Tlaxpana,8037,exact_key
MIGUEL HIDALGO,Torre Blanca,6382,exact_key
MIGUEL HIDALGO,Un Hogar Para Nosotros,772,exact_key
MIGUEL HIDALGO,Ventura Perez De Alva,2856,fuzzy_95
MIGUEL HIDALGO,Veronica Anzures,3109,exact_key
MILPA ALTA,Barrio Centro,20355,spatial_centroid
MILPA ALTA,Barrio Chalmita,20355,spatial_centroid
MILPA ALTA,Barrio Cruztitla,32538,spatial_centroid
MILPA ALTA,Barrio La Concepcion,22891,spatial_centroid
MILPA ALTA,Barrio La Lupita Teticpac,12412,spatial_centroid
MILPA ALTA,Barrio La Lupita Xolco,12412,spatial_centroid
MILPA ALTA,Barrio La Luz,22891,spatial_centroid
MILPA ALTA,Barrio Los Angeles,22891,spatial_centroid
MILPA ALTA,Barrio Nochtla,14402,spatial_centroid
MILPA ALTA,Barrio Ocotitla,14402,spatial_centroid
MILPA ALTA,Barrio Panchimalco,14402,spatial_centroid
MILPA ALTA,Barrio San Agustin,22891,spatial_centroid
MILPA ALTA,Barrio San Jose,12412,spatial_centroid
MILPA ALTA,Barrio San Juan,20355,spatial_centroid
MILPA ALTA,Barrio San Marcos,12412,spatial_centroid
MILPA ALTA,Barrio San Mateo,22891,spatial_centroid
MILPA ALTA,Barrio San Miguel,20355,spatial_centroid
MILPA ALTA,Barrio San Miguel Pueblo Santa Ana Tlacotenco,12412,spatial_centroid
MILPA ALTA,Barrio Santa Cruz,22891,spatial_centroid
MILPA ALTA,Barrio Santa Martha,22891,spatial_centroid
MILPA ALTA,Barrio Tecaxtitla,32538,spatial_centroid
MILPA ALTA,Barrio Tenantitla,32538,spatial_centroid
MILPA ALTA,Barrio Tula,14402,spatial_centroid
MILPA ALTA,Barrio Xaltipac,32538,spatial_centroid
MILPA ALTA,Barrio Xochitepetl,32538,spatial_centroid
MILPA ALTA,La Conchita,2534,spatial_centroid
MILPA ALTA,Pueblo San Agustin Ohtenco,1595,spatial_centroid
MILPA ALTA,Pueblo San Bartolome Xicomulco,5375,spatial_centroid
MILPA ALTA,Pueblo San Francisco Tecoxpa,5866,spatial_centroid
MILPA ALTA,Pueblo San Jeronimo Miacatlan,3778,spatial_centroid
MILPA ALTA,Pueblo San Juan Tepenahuac,2513,spatial_centroid
MILPA ALTA,Pueblo San Lorenzo Tlacoyucan,5414,spatial_centroid
MILPA ALTA,Pueblo San Salvador Cuauhtenco,16837,spatial_centroid
MILPA ALTA,San Bartolomé Xicomulco,5375,spatial_centroid
MILPA ALTA,San Francisco Tecoxpa,5866,spatial_centroid
MILPA ALTA,San Jerónimo Miacatlán,3778,spatial_centroid
MILPA ALTA,San Juan Tepenahuac,2513,spatial_centroid
MILPA ALTA,San Lorenzo Tlacoyucan,5414,spatial_centroid
MILPA ALTA,Villa Milpa Alta Centro,22891,spatial_centroid
TLAHUAC,Agricola Metropolitana,9385,exact_key
TLAHUAC,Ampliacion Jose Lopez Portillo,17494,spatial_centroid
TLAHUAC,Ampliacion La Conchita,6511,spatial_centroid
TLAHUAC,Ampliación La Conchita,6511,spatial_centroid
TLAHUAC,Ampliacion Los Olivos,8943,spatial_centroid
TLAHUAC,Ampliacion Santa Catarina,1647,spatial_centroid
TLAHUAC,Ampliación Santa Catarina,1647,spatial_centroid
TLAHUAC,Ampliacion Selene,6081,spatial_centroid
TLAHUAC,Ampliacion  Zapotitla,13549,spatial_centroid
TLAHUAC,Barrio Guadalupe Sta Catarina Yec,6848,spatial_centroid
TLAHUAC,Barrio La Asuncion,18336,spatial_centroid
TLAHUAC,Barrio La Concepcion Pueblo San Juan Ixtayopan,10094,spatial_centroid
TLAHUAC,Barrio La Guadalupe,1533,spatial_centroid
TLAHUAC,Barrio La Guadalupe Pueblo San Pedro Tlahuac,18336,spatial_centroid
TLAHUAC,Barrio La Magdalena,18336,spatial_centroid
TLAHUAC,Barrio La Soledad Del Pueblo  San Juan Ixtayopan,10094,spatial_centroid
TLAHUAC,Barrio Los Reyes,16265,spatial_centroid
TLAHUAC,Barrio San Agustin,16265,spatial_centroid
TLAHUAC,Barrio San Agustin Pueblo San Juan Ixtayopan,10094,spatial_centroid
TLAHUAC,Barrio San Andres,18336,spatial_centroid
TLAHUAC,Barrio San Bartolome,16265,spatial_centroid
TLAHUAC,Barrio San Juan,18336,spatial_centroid
TLAHUAC,Barrio San Mateo,18336,spatial_centroid
TLAHUAC,Barrio San Miguel,16265,spatial_centroid
TLAHUAC,Barrio San Miguel Pueblo San Pedro Tlahuac,18336,spatial_centroid
TLAHUAC,Barrio Santa Ana,18336,spatial_centroid
TLAHUAC,Barrio Santa Ana Centro,14299,spatial_centroid
TLAHUAC,Barrio Santa Ana Norte,13549,spatial_centroid
TLAHUAC,Barrio Santa Ana Poniente,14299,spatial_centroid
TLAHUAC,Barrio Santa Ana Sur,11454,spatial_centroid
TLAHUAC,Barrio Santa Cruz,16265,spatial_centroid
TLAHUAC,Barrio Santiago,6848,spatial_centroid
TLAHUAC,Barrio Santiago Centro Del Pueblo Santiago Zapotitlan,14299,spatial_centroid
TLAHUAC,Barrio Santiago Norte Del Pueblo Santiago Zapotitlan,14299,spatial_centroid
TLAHUAC,Barrio Santiago Sur,19875,spatial_centroid
TLAHUAC,Chichilaula,1465,spatial_centroid
TLAHUAC,Del Mar,15422,spatial_centroid
TLAHUAC,El Rosario,3496,exact_key
TLAHUAC,El Triangulo,4126,exact_key
TLAHUAC,El Triangulo Del Pblo. De Sn. Fco. Tlaltenco,4126,spatial_centroid
TLAHUAC,Francisco Villa,1532,exact_key
TLAHUAC,Granjas Cabrera,2251,exact_key
TLAHUAC,Guadalupe Tlaltenco,17494,spatial_centroid
TLAHUAC,Jaime Torres Bodet,8309,exact_key
TLAHUAC,Jardines Del Llano,2796,spatial_centroid
TLAHUAC,La Asuncion,10094,spatial_centroid
TLAHUAC,La Concepcion,6848,spatial_centroid
TLAHUAC,La Conchita,6511,spatial_centroid
TLAHUAC,La Conchita Zapotitlan,19875,spatial_centroid
TLAHUAC,La Conchita Zapotitlán,19875,spatial_centroid
TLAHUAC,La Draga,7148,exact_key
TLAHUAC,La Estacion,10069,exact_key
TLAHUAC,La Estación,10069,exact_key
TLAHUAC,La Guadalupe,1533,spatial_centroid
TLAHUAC,La Habana,4963,exact_key
TLAHUAC,La Lupita,10094,spatial_centroid
TLAHUAC,La Meza,1465,spatial_centroid
TLAHUAC,La Nopalera,6441,exact_key
TLAHUAC,Las Arboledas,11661,exact_key
TLAHUAC,La Turba,2141,exact_key
TLAHUAC,Lopez Portillo Del Pueblo San Francisco Tlaltenco,4714,spatial_centroid
TLAHUAC,Los Olivos,8943,exact_key
TLAHUAC,Los Reyes,16265,spatial_centroid
TLAHUAC,Miguel Hidalgo,10472,exact_key
TLAHUAC,Ojo De Agua,3128,exact_key
TLAHUAC,Peña Alta,6511,exact_key
TLAHUAC,Potrero Del Llano,2796,spatial_centroid
TLAHUAC,Pueblo San Francisco Tlaltenco,17494,spatial_centroid
TLAHUAC,Pueblo San Nicolas Tetelco,4565,spatial_centroid
TLAHUAC,Pueblo Santa Catarina Yecahuizotl,1533,spatial_centroid
TLAHUAC,Pueblo Tulyehualco,1712,spatial_centroid
TLAHUAC,Quiahuatla,4432,exact_key
TLAHUAC,San Agustin,16265,spatial_centroid
TLAHUAC,San Andrés,18336,spatial_centroid
TLAHUAC,San Francisco Tlaltenco,17494,spatial_centroid
TLAHUAC,San Isidro,22570,spatial_centroid
TLAHUAC,San Jose Tlahuac Del Pueblo San Pedro Tlahuac,8333,spatial_centroid
TLAHUAC,San Juan,18336,spatial_centroid
TLAHUAC,San Miguel,16265,spatial_centroid
TLAHUAC,San Nicolás Tetelco,4565,spatial_centroid
TLAHUAC,San Sebastian Del Pueblo San Pedro Tlahuac,22570,spatial_centroid
TLAHUAC,Santa Ana,18336,spatial_centroid
TLAHUAC,Santa Ana Sur,11454,spatial_centroid
TLAHUAC,Santa Cecilia,6122,exact_key
TLAHUAC,Santiago,6848,spatial_centroid
TLAHUAC,Santiago Sur,19875,spatial_centroid
TLAHUAC,Selene,8585,spatial_centroid
TLAHUAC,Selene Del Pueblo San Francisco Tlaltenco,9055,spatial_centroid
TLAHUAC,Tempiluli,3699,exact_key
TLAHUAC,Teozoma,1533,exact_key
TLAHUAC,Tepantitlamilco,393,exact_key
TLAHUAC,Tierra Blanca,3466,exact_key
TLAHUAC,Villa Centroamericana,6670,spatial_centroid
TLAHUAC,Zacatenco,17494,spatial_centroid
TLAHUAC,Zapotitla,13549,spatial_centroid
TLALPAN,2 De Octubre,5780,exact_key
TLALPAN,Ampliacion Fuentes Del Pedregal,4344,spatial_centroid
TLALPAN,Ampliacion Isidro Fabela,6064,spatial_centroid
TLALPAN,A M S A,695,spatial_centroid
TLALPAN,Arboledas  Del Sur,5590,exact_key
TLALPAN,Arenal De Guadalupe,2565,spatial_centroid
TLALPAN,Arenal Tepepan,730,spatial_centroid
TLALPAN,Barrio De Caramaguey,14008,spatial_centroid
TLALPAN,Barrio Del Niño Jesus,1644,spatial_centroid
TLALPAN,Barrio El Capulin,14008,spatial_centroid
TLALPAN,Barrio El Truenito,7638,spatial_centroid
TLALPAN,Barrio La Fama,1412,spatial_centroid
TLALPAN,Barrio La Lonja,2841,exact_key
TLALPAN,Barrio San Fernando,1084,spatial_centroid
TLALPAN,Belisario Dominguez,875,exact_key
TLALPAN,Belisario Dominguez Seccion Xvi,1279,spatial_centroid
TLALPAN,Belvedere Ajusco,3858,spatial_centroid
TLALPAN,Bosques Del Pedregal,5916,exact_key
TLALPAN,Bosques De Tepeximilpa,2515,exact_key
TLALPAN,Cantera Puente De Piedra,4820,exact_key
TLALPAN,Chichicaspatl,2676,exact_key
TLALPAN,Chimalli,894,fuzzy_93
TLALPAN,Chimilli,1909,exact_key
TLALPAN,Club De Golf Mexico,2846,spatial_centroid
TLALPAN,Colinas Del Ajusco,8217,spatial_centroid
TLALPAN,Colinas Del Bosque,3000,spatial_centroid
TLALPAN,Comuneros De Santa Ursula,4820,spatial_centroid
TLALPAN,Cruz Del Farol,4622,exact_key
TLALPAN,Cuchilla De Padierna,3404,exact_key
TLALPAN,Cultura Maya,3875,exact_key
TLALPAN,Cumbres De Tepetongo,1865,spatial_centroid
TLALPAN,Diamante,1251,exact_key
TLALPAN,Divisadero,603,spatial_centroid
TLALPAN,Dolores Tlali,1044,exact_key
TLALPAN,Ejidos De San Pedro Martir,6646,spatial_centroid
TLALPAN,El Cantil,15394,spatial_centroid
TLALPAN,El Charco,16811,spatial_centroid
TLALPAN,El Fresno,432,spatial_centroid
TLALPAN,El Mirador 1a Seccion,1976,spatial_centroid
TLALPAN,El Mirador 1a Sección,1976,spatial_centroid
TLALPAN,El Mirador 2a Seccion,2316,spatial_centroid
TLALPAN,El Mirador 2a Sección,2316,spatial_centroid
TLALPAN,El Mirador 3a Seccion,2316,spatial_centroid
TLALPAN,El Mirador 3a Sección,2316,spatial_centroid
TLALPAN,Ex Hacienda Coapa,1199,spatial_centroid
TLALPAN,Ex Hacienda San Juan De Dios,4508,exact_key
TLALPAN,Floresta Coyoacan,3186,spatial_centroid
TLALPAN,Fuentes Brotantes,6663,spatial_centroid
TLALPAN,Fuentes Del Pedregal,4344,exact_key
TLALPAN,Fuentes De Tepepan,6085,spatial_centroid
TLALPAN,Granjas Coapa,4843,exact_key
TLALPAN,Guadalupe,2240,spatial_centroid
TLALPAN,Hacienda San Juan,2565,spatial_centroid
TLALPAN,Heroes De 1910,1000,exact_key
TLALPAN,Héroes De 1910,1000,exact_key
TLALPAN,Heroes De Padierna,8217,fuzzy_94
TLALPAN,Heroico Colegio Militar,5147,spatial_centroid
TLALPAN,Isidro Fabela,6610,spatial_centroid
TLALPAN,Jardines Del Ajusco,4091,exact_key
TLALPAN,Jardines En La Montaña,4418,exact_key
TLALPAN,Juventud Unida,982,exact_key
TLALPAN,La Joya,2375,exact_key
TLALPAN,La Magdalena Petlacalco,8397,spatial_centroid
TLALPAN,La Palma,2614,exact_key
TLALPAN,Las Tortolas,4501,spatial_centroid
TLALPAN,Lomas De Cuilotepec,1975,exact_key
TLALPAN,Lomas Del Pedregal,957,exact_key
TLALPAN,Lomas Del Pedregal Framboyanes,7895,spatial_centroid
TLALPAN,Lomas De Padierna,10328,fuzzy_94
TLALPAN,Lomas De Padierna Sur,6110,spatial_centroid
TLALPAN,Lomas Hidalgo,2364,exact_key
TLALPAN,Los Encinos,2266,exact_key
TLALPAN,Los Volcanes,4562,exact_key
TLALPAN,Magisterial,2062,spatial_centroid
TLALPAN,Magisterial Coapa,4843,spatial_centroid
TLALPAN,Maria Esther Zuno De Echeverria,27347,spatial_centroid
TLALPAN,María Esther Zuno De Echeverría,27347,spatial_centroid
TLALPAN,Mesa De Los Hornos,10476,spatial_centroid
TLALPAN,Miguel Hidalgo,14008,exact_key
TLALPAN,Miguel Hidalgo 1a Seccion,16800,spatial_centroid
TLALPAN,Miguel Hidalgo 2a Seccion,16800,spatial_centroid
TLALPAN,Miguel Hidalgo 2a Sección,16800,spatial_centroid
TLALPAN,Miguel Hidalgo 3a Seccion,17283,spatial_centroid
TLALPAN,Miguel Hidalgo 3a Sección,17283,spatial_centroid
TLALPAN,Miguel Hidalgo 4a Seccion,8756,spatial_centroid
TLALPAN,Miguel Hidalgo 4a Sección,8756,spatial_centroid
TLALPAN,Mirador Del Valle,2130,exact_key
TLALPAN,Mirador I,1871,exact_key
TLALPAN,Mirador Ii,4477,exact_key
